"id","origin","org_city","org_district","destination","dest_city","dest_district","distance","duration","case","pallet","to","dayo","td","dayd","LTL","maxDelay","lateCost"
2627,"B0FFGJ1NAK","Suzhou","常熟市","B0FFKZT863","Hangzhou","萧山区",199.9,2.86666666666667,"ZJ",20,"12:00","day 0","22:00","day 0",9435.85235,4,100
2628,"B0FFHY6PN3","Suzhou","常熟市","B0FFKZT863","Hangzhou","萧山区",220.373,3.35,"ZJ",21,"12:00","day 0","22:00","day 0",9907.6449675,4,50
2629,"B0FFKZGWZ9","Suzhou","太仓市","B023D040HU","Jiaxing","秀洲区",155.334,2.45,"ZJ",12,"12:00","day 0","22:00","day 0",5661.51141,4,100
2630,"B0FFHNXOVT","Suzhou","昆山市","B023D040HU","Jiaxing","秀洲区",107.431,2.1,"ZJ",7,"08:00","day 0","18:00","day 0",3302.5483225,4,50
2631,"B0FFL7OZ0J","Wuxi","锡山区","B0FFFA8L2B","Ningbo","镇海区",279.879,3.35,"ZJ",10,"12:00","day 0","22:00","day 0",4717.926175,2,100
2632,"B0FFHDQA5M","Suzhou","常熟市","B023B15E6D","Hangzhou","桐庐县",270.906,3.1,"ZJ",19,"08:00","day 0","18:00","day 0",8964.0597325,2,100
2633,"B0FFGAIWAV","Suzhou","昆山市","B0FFKGBPOF","Jiaxing","南湖区",103.813,1.55,"ZJ",12,"12:00","day 0","22:00","day 0",5661.51141,2,50
2634,"B0G0NZW2VU","Nanjing","江宁区","B0FFKHC9PU","Ningbo","北仑区",433.638,5.4,"ZJ",11,"08:00","day 0","18:00","day 0",5189.7187925,2,100
2635,"B0FFHE4XO4","Changzhou","武进区","B0FFHW4GZB","Hangzhou","萧山区",275.427,3,"ZJ",15,"08:00","day 0","18:00","day 0",7076.8892625,2,50
2636,"B0FFGAIWAV","Suzhou","昆山市","B0G25CU48P","Hangzhou","建德市",338.763,3.86666666666667,"ZJ",8,"12:00","day 0","22:00","day 0",3774.34094,4,100
2637,"B0FFHNXOVT","Suzhou","昆山市","B0FFHW4GZB","Hangzhou","萧山区",219.424,3.75,"ZJ",19,"08:00","day 0","18:00","day 0",8964.0597325,4,50
2638,"B0FFHNXOVT","Suzhou","昆山市","B0FFK4YCJ8","Shaoxing","越城区",185.67,2.66666666666667,"ZJ",10,"08:00","day 0","18:00","day 0",4717.926175,2,50
2639,"B0FFK7ZQFN","Wuxi","江阴市","B0FFHOJIJ7","Hangzhou","余杭区",208.759,2.75,"ZJ",8,"08:00","day 0","18:00","day 0",3774.34094,2,100
2640,"B0FFHXJXZR","Changzhou","溧阳市","B0FFKGBPOF","Jiaxing","南湖区",211.228,2.46666666666667,"ZJ",19,"12:00","day 0","22:00","day 0",8964.0597325,2,50
2641,"B0FFK7ZQFN","Wuxi","江阴市","B0FFK7XY6U","Ningbo","镇海区",279.219,3.36666666666667,"ZJ",11,"12:00","day 0","22:00","day 0",5189.7187925,2,50
2642,"B0FFF4HNKG","Yangzhou","邗江区","B0FFJRXFMW","Jiaxing","海宁市",300.456,3.75,"ZJ",17,"08:00","day 0","18:00","day 0",8020.4744975,2,50
2643,"B0IG9RDYYV","Suzhou","吴中区","B0FFLO95L8","Jiaxing","平湖市",120.6,1.78333333333333,"ZJ",12,"12:00","day 0","22:00","day 0",5661.51141,4,100
2644,"B0FFGAIWAV","Suzhou","昆山市","B0GUBCOVO3","Hangzhou","余杭区",196.615,2.55,"ZJ",11,"08:00","day 0","18:00","day 0",5189.7187925,2,50
2645,"B0FFF8Z69A","Changzhou","钟楼区","B0FFJRXFMW","Jiaxing","海宁市",238.529,3,"ZJ",7,"12:00","day 0","22:00","day 0",3302.5483225,4,50
2646,"B0FFH61OBO","Suzhou","昆山市","B0FFG4GVOV","Zhoushan","定海区",274.631,3.4,"ZJ",13,"08:00","day 0","18:00","day 0",6133.3040275,4,50
2647,"B01FE0J0V7","Wuxi","惠山区","B0GRRBHAKJ","Zhoushan","定海区",350.074,4.33333333333333,"ZJ",18,"08:00","day 0","18:00","day 0",8492.267115,4,100
2648,"B0FFGAIWAV","Suzhou","昆山市","B0FFG4GVOV","Zhoushan","定海区",274.792,3.31666666666667,"ZJ",17,"08:00","day 0","18:00","day 0",8020.4744975,4,50
2649,"B0202173FW","Yangzhou","仪征市","B0FFLO95L8","Jiaxing","平湖市",335.496,4.15,"ZJ",11,"08:00","day 0","18:00","day 0",5189.7187925,4,50
2650,"B0FFHXJXZR","Changzhou","溧阳市","B0HBXZQDWS","Jiaxing","嘉善县",209.312,2.46666666666667,"ZJ",22,"08:00","day 0","18:00","day 0",10379.437585,2,50
2651,"B0FFGYNGHQ","Changzhou","武进区","B0FFHW4GZB","Hangzhou","萧山区",257.01,2.88333333333333,"ZJ",22,"08:00","day 0","18:00","day 0",10379.437585,2,50
2652,"B0FFL9Q85P","Nanjing","江宁区","B0FFK7XY6U","Ningbo","镇海区",416.369,5.1,"ZJ",20,"08:00","day 0","18:00","day 0",9435.85235,4,50
2653,"B0FFGIBTXI","Suzhou","太仓市","B0FFI22X6S","Ningbo","鄞州区",282.047,3.61666666666667,"ZJ",16,"12:00","day 0","22:00","day 0",7548.68188,2,100
2654,"B02001C3PG","Suzhou","张家港市","B0FFJ01V55","Jiaxing","桐乡市",197.271,2.25,"ZJ",16,"12:00","day 0","22:00","day 0",7548.68188,4,100
2655,"B0FFITJD3C","Wuxi","锡山区","B0FFITCS2H","Jiaxing","海宁市",170.197,2.18333333333333,"ZJ",13,"12:00","day 0","22:00","day 0",6133.3040275,4,100
2656,"B0FFGTI293","Changzhou","新北区","B0FFHW4GZB","Hangzhou","萧山区",294.114,3.28333333333333,"ZJ",16,"08:00","day 0","18:00","day 0",7548.68188,2,100
2657,"B0FFJONTQ7","Changzhou","新北区","B0FFHD6O3A","Jiaxing","海盐县",207.839,2.71666666666667,"ZJ",15,"08:00","day 0","18:00","day 0",7076.8892625,2,100
2658,"B01FE15UUN","Wuxi","江阴市","B0FFHW4GZB","Hangzhou","萧山区",251.217,3.45,"ZJ",12,"12:00","day 0","22:00","day 0",5661.51141,2,100
2659,"B02001C3PG","Suzhou","张家港市","B0G25CU48P","Hangzhou","建德市",377.562,4.11666666666667,"ZJ",11,"12:00","day 0","22:00","day 0",5189.7187925,4,50
2660,"B01FE0J0V7","Wuxi","惠山区","B0FFHD6O3A","Jiaxing","海盐县",170.922,2.26666666666667,"ZJ",21,"08:00","day 0","18:00","day 0",9907.6449675,4,50
2661,"B0FFHXJXZR","Changzhou","溧阳市","B0HGFN3J8T","Jiaxing","南湖区",195.629,2.16666666666667,"ZJ",22,"08:00","day 0","18:00","day 0",10379.437585,2,50
2662,"B0FFFU612V","Wuxi","江阴市","B0FFKZT863","Hangzhou","萧山区",232.726,3.23333333333333,"ZJ",17,"08:00","day 0","18:00","day 0",8020.4744975,4,100
2663,"B00190CNHV","Nanjing","江宁区","B0FFK7XY6U","Ningbo","镇海区",406.542,5.01666666666667,"ZJ",18,"08:00","day 0","18:00","day 0",8492.267115,4,50
2664,"B0FFGTI293","Changzhou","新北区","B023D040HU","Jiaxing","秀洲区",186.001,2.76666666666667,"ZJ",7,"08:00","day 0","18:00","day 0",3302.5483225,4,100
2665,"B0FFITJD3C","Wuxi","锡山区","B0G30DK65S","Ningbo","慈溪市",224.732,3.01666666666667,"ZJ",7,"12:00","day 0","22:00","day 0",3302.5483225,4,100
2666,"B0FFL9Q85P","Nanjing","江宁区","B0HGFN3J8T","Jiaxing","南湖区",285.102,3.11666666666667,"ZJ",8,"12:00","day 0","22:00","day 0",3774.34094,4,50
2667,"B0FFK83QI3","Nanjing","江宁区","B0FFKHC9PU","Ningbo","北仑区",443.825,5.08333333333333,"ZJ",17,"12:00","day 0","22:00","day 0",8020.4744975,2,50
2668,"B0FFHE4XO4","Changzhou","武进区","B0FFJRXFMW","Jiaxing","海宁市",220.819,2.85,"ZJ",9,"12:00","day 0","22:00","day 0",4246.1335575,2,50
2669,"B0FFFOM198","Suzhou","虎丘区","B0FFHW4GZB","Hangzhou","萧山区",224.817,3.05,"ZJ",14,"12:00","day 0","22:00","day 0",6605.096645,2,50
2670,"B01FE0J0V7","Wuxi","惠山区","B0FFI22X6S","Ningbo","鄞州区",291.542,3.45,"ZJ",14,"08:00","day 0","18:00","day 0",6605.096645,4,100
2671,"B0FFHJD9U9","Wuxi","惠山区","B0GUBCOVO3","Hangzhou","余杭区",192.434,2.45,"ZJ",10,"12:00","day 0","22:00","day 0",4717.926175,2,100
2672,"B02000JR6M","Suzhou","相城区","B0HU55O3W8","Ningbo","余姚市",181.424,2.93333333333333,"ZJ",17,"12:00","day 0","22:00","day 0",8020.4744975,2,100
2673,"B0FFHC9CJ8","Suzhou","相城区","B0HU55O3W8","Ningbo","余姚市",191.742,3.1,"ZJ",21,"08:00","day 0","18:00","day 0",9907.6449675,4,50
2674,"B0FFFTQ4U7","Wuxi","江阴市","B0GUVDW01P","Jiaxing","海宁市",180.661,2.36666666666667,"ZJ",6,"12:00","day 0","22:00","day 0",2830.755705,4,50
2675,"B01FE15XQH","Wuxi","江阴市","B0FFJRXFMW","Jiaxing","海宁市",220.581,2.7,"ZJ",9,"08:00","day 0","18:00","day 0",4246.1335575,4,50
2676,"B0FFK7ZQFN","Wuxi","江阴市","B0FFGQ8EH5","Hangzhou","桐庐县",294.041,3.35,"ZJ",12,"08:00","day 0","18:00","day 0",5661.51141,2,50
2677,"B0GUAXEBYM","Changzhou","武进区","B023E12FTI","Ningbo","海曙区",301.355,3.45,"ZJ",12,"12:00","day 0","22:00","day 0",5661.51141,2,100
2678,"B0FFL37B6B","Suzhou","昆山市","B0FFKZT863","Hangzhou","萧山区",195.355,3.55,"ZJ",21,"08:00","day 0","18:00","day 0",9907.6449675,4,50
2679,"B0FFH70JG8","Nanjing","鼓楼区","B0FFLPWCQK","Hangzhou","余杭区",263.718,2.96666666666667,"ZJ",18,"08:00","day 0","18:00","day 0",8492.267115,2,100
2680,"B0FFHY6PN3","Suzhou","常熟市","B0FFLO95L8","Jiaxing","平湖市",163.587,2.28333333333333,"ZJ",18,"12:00","day 0","22:00","day 0",8492.267115,2,100
2681,"B0FFHJD9U9","Wuxi","惠山区","B0I60OAVXT","Jiaxing","秀洲区",128.268,1.81666666666667,"ZJ",16,"12:00","day 0","22:00","day 0",7548.68188,2,50
2682,"B01FE15XQH","Wuxi","江阴市","B0FFKHC9PU","Ningbo","北仑区",343.26,4.25,"ZJ",9,"08:00","day 0","18:00","day 0",4246.1335575,2,50
2683,"B01FE15UUN","Wuxi","江阴市","B0I60OAVXT","Jiaxing","秀洲区",128.262,1.7,"ZJ",17,"08:00","day 0","18:00","day 0",8020.4744975,4,50
2684,"B0GUAXEBYM","Changzhou","武进区","B0FFLPWCQK","Hangzhou","余杭区",160.606,2,"ZJ",20,"08:00","day 0","18:00","day 0",9435.85235,4,100
2685,"B0FFKZGWZ9","Suzhou","太仓市","B0G30DK65S","Ningbo","慈溪市",242.102,3.33333333333333,"ZJ",17,"08:00","day 0","18:00","day 0",8020.4744975,4,100
2686,"B0FFGIBTXI","Suzhou","太仓市","B0FFK4YCJ8","Shaoxing","越城区",237.28,3.38333333333333,"ZJ",7,"12:00","day 0","22:00","day 0",3302.5483225,2,100
2687,"B0FFHDQA5M","Suzhou","常熟市","B0FFK4YCJ8","Shaoxing","越城区",198.789,2.63333333333333,"ZJ",7,"12:00","day 0","22:00","day 0",3302.5483225,4,100
2688,"B0FFHCRHH3","Changzhou","天宁区","B0FFKHC9PU","Ningbo","北仑区",334.361,3.98333333333333,"ZJ",7,"12:00","day 0","22:00","day 0",3302.5483225,4,100
2689,"B0FFHCRHH3","Changzhou","天宁区","B0FFG2I6S2","Ningbo","鄞州区",306.894,3.6,"ZJ",8,"08:00","day 0","18:00","day 0",3774.34094,2,100
2690,"B0FFHNXOVT","Suzhou","昆山市","B0FFG2I6S2","Ningbo","鄞州区",225.627,2.88333333333333,"ZJ",9,"08:00","day 0","18:00","day 0",4246.1335575,2,50
2691,"B0FFHDQA5M","Suzhou","常熟市","B0FFLO95L8","Jiaxing","平湖市",141.182,1.9,"ZJ",16,"08:00","day 0","18:00","day 0",7548.68188,4,50
2692,"B0FFHJD9U9","Wuxi","惠山区","B0FFM9VWFS","Ningbo","宁海县",339.143,3.98333333333333,"ZJ",6,"08:00","day 0","18:00","day 0",2830.755705,2,100
2693,"B0FFF8Z69A","Changzhou","钟楼区","B0FFK7XY6U","Ningbo","镇海区",325.499,4.11666666666667,"ZJ",14,"08:00","day 0","18:00","day 0",6605.096645,2,100
2694,"B01FE0J0V7","Wuxi","惠山区","B0FFG4GVOV","Zhoushan","定海区",329.857,3.9,"ZJ",7,"12:00","day 0","22:00","day 0",3302.5483225,2,100
2695,"B0FFG9F43K","Changzhou","武进区","B0FFJ01V55","Jiaxing","桐乡市",198.176,2.36666666666667,"ZJ",21,"12:00","day 0","22:00","day 0",9907.6449675,2,100
2696,"B0FFGYNGHQ","Changzhou","武进区","B0FFJ01V55","Jiaxing","桐乡市",188.152,2.55,"ZJ",15,"08:00","day 0","18:00","day 0",7076.8892625,4,50
2697,"B0G0ZLYTOF","Nanjing","栖霞区","B0GUVDW01P","Jiaxing","海宁市",312.341,4.2,"ZJ",20,"12:00","day 0","22:00","day 0",9435.85235,2,50
2698,"B0FFGYNGHQ","Changzhou","武进区","B0G30DK65S","Ningbo","慈溪市",278.414,3.5,"ZJ",21,"08:00","day 0","18:00","day 0",9907.6449675,2,50
2699,"B0FFGTI293","Changzhou","新北区","B0FFHOJIJ7","Hangzhou","余杭区",207.713,2.88333333333333,"ZJ",21,"12:00","day 0","22:00","day 0",9907.6449675,2,100
2700,"B0FFHXJXZR","Changzhou","溧阳市","B0FFKZT863","Hangzhou","萧山区",206.375,2.96666666666667,"ZJ",13,"08:00","day 0","18:00","day 0",6133.3040275,4,50
2701,"B0FFHY6PN3","Suzhou","常熟市","B023E12FTI","Ningbo","海曙区",252.724,3.16666666666667,"ZJ",21,"08:00","day 0","18:00","day 0",9907.6449675,2,100
2702,"B0FFFRS0IH","Nanjing","江宁区","B0HBXZQDWS","Jiaxing","嘉善县",290.767,3.35,"ZJ",16,"12:00","day 0","22:00","day 0",7548.68188,4,50
2703,"B0FFG9F43K","Changzhou","武进区","B0FFK7XY6U","Ningbo","镇海区",288.473,3.43333333333333,"ZJ",18,"12:00","day 0","22:00","day 0",8492.267115,4,100
2704,"B0GUAXEBYM","Changzhou","武进区","B0FFKHC9PU","Ningbo","北仑区",337.249,3.91666666666667,"ZJ",22,"08:00","day 0","18:00","day 0",10379.437585,2,50
2705,"B0FFHJD9U9","Wuxi","惠山区","B0FFK4YCJ8","Shaoxing","越城区",217.371,2.88333333333333,"ZJ",9,"12:00","day 0","22:00","day 0",4246.1335575,2,100
2706,"B0FFF4JOKL","Suzhou","昆山市","B0GUBCOVO3","Hangzhou","余杭区",204.292,2.81666666666667,"ZJ",12,"08:00","day 0","18:00","day 0",5661.51141,2,100
2707,"B0FFL9Q85P","Nanjing","江宁区","B0FFLO95L8","Jiaxing","平湖市",326.42,3.68333333333333,"ZJ",20,"08:00","day 0","18:00","day 0",9435.85235,4,50
2708,"B0FFGIBTXI","Suzhou","太仓市","B023E12FTI","Ningbo","海曙区",268.81,3.51666666666667,"ZJ",8,"12:00","day 0","22:00","day 0",3774.34094,4,100
2709,"B0FFF4JOKL","Suzhou","昆山市","B0FFK7XY6U","Ningbo","镇海区",231.102,3.06666666666667,"ZJ",9,"08:00","day 0","18:00","day 0",4246.1335575,4,50
2710,"B0FFKZGWZ9","Suzhou","太仓市","B0FFKGBPOF","Jiaxing","南湖区",150.131,2.16666666666667,"ZJ",12,"12:00","day 0","22:00","day 0",5661.51141,4,50
2711,"B0FFGIBTXI","Suzhou","太仓市","B0FFHD6O3A","Jiaxing","海盐县",161.427,2.46666666666667,"ZJ",9,"08:00","day 0","18:00","day 0",4246.1335575,2,50
2712,"B0FFGIBTXI","Suzhou","太仓市","B0FFG2I6S2","Ningbo","鄞州区",277.237,3.6,"ZJ",9,"08:00","day 0","18:00","day 0",4246.1335575,2,100
2713,"B0FFHY6PN3","Suzhou","常熟市","B0FFHDQ3SM","Jiaxing","南湖区",133.193,1.68333333333333,"ZJ",20,"12:00","day 0","22:00","day 0",9435.85235,4,50
2714,"B0FFKZGWZ9","Suzhou","太仓市","B0FFGQ8EH5","Hangzhou","桐庐县",305.733,3.48333333333333,"ZJ",11,"08:00","day 0","18:00","day 0",5189.7187925,2,100
2715,"B0FFF8Z69A","Changzhou","钟楼区","B0FFHW4GZB","Hangzhou","萧山区",280.284,3.26666666666667,"ZJ",16,"12:00","day 0","22:00","day 0",7548.68188,4,100
2716,"B0GUAXEBYM","Changzhou","武进区","B0HGFN3J8T","Jiaxing","南湖区",174.604,2.05,"ZJ",10,"08:00","day 0","18:00","day 0",4717.926175,2,100
2717,"B0FFGTI293","Changzhou","新北区","B0FFKHC9PU","Ningbo","北仑区",357.287,4.3,"ZJ",8,"08:00","day 0","18:00","day 0",3774.34094,4,50
2718,"B0GUCU8FLD","Zhenjiang","句容市","B0G25CU48P","Hangzhou","建德市",401.797,4.4,"ZJ",13,"08:00","day 0","18:00","day 0",6133.3040275,2,50
2719,"B0FFHCRHH3","Changzhou","天宁区","B0FFJRXFMW","Jiaxing","海宁市",211.682,2.55,"ZJ",12,"08:00","day 0","18:00","day 0",5661.51141,4,50
2720,"B0GUAXEBYM","Changzhou","武进区","B0FFL6KA9D","Jiaxing","南湖区",173.32,2.1,"ZJ",11,"08:00","day 0","18:00","day 0",5189.7187925,4,100
2721,"B0FFHE4XO4","Changzhou","武进区","B0FFHDQ3SM","Jiaxing","南湖区",166.905,2.4,"ZJ",21,"08:00","day 0","18:00","day 0",9907.6449675,4,50
2722,"B0FFKZGWZ9","Suzhou","太仓市","B0FFI2KAV3","Jiaxing","桐乡市",160.542,2.61666666666667,"ZJ",7,"08:00","day 0","18:00","day 0",3302.5483225,4,50
2723,"B0FFGIBTXI","Suzhou","太仓市","B0FFJ01V55","Jiaxing","桐乡市",198.898,2.76666666666667,"ZJ",18,"08:00","day 0","18:00","day 0",8492.267115,2,100
2724,"B0FFG0GSMW","Yangzhou","宝应县","B0FFHD6O3A","Jiaxing","海盐县",370.626,4.76666666666667,"ZJ",10,"12:00","day 0","22:00","day 0",4717.926175,2,50
2725,"B0FFHF2VI7","Wuxi","锡山区","B0GUVDW01P","Jiaxing","海宁市",160.594,2.2,"ZJ",17,"08:00","day 0","18:00","day 0",8020.4744975,4,100
2726,"B01FE15XQH","Wuxi","江阴市","B0FFHN6ZU2","Hangzhou","拱墅区",241.758,2.93333333333333,"ZJ",8,"12:00","day 0","22:00","day 0",3774.34094,2,50
2727,"B0FFGIBTXI","Suzhou","太仓市","B0FFJRXFMW","Jiaxing","海宁市",202.323,2.81666666666667,"ZJ",17,"08:00","day 0","18:00","day 0",8020.4744975,4,50
2728,"B0FFGIBTXI","Suzhou","太仓市","B0GUBCOVO3","Hangzhou","余杭区",242.185,3.33333333333333,"ZJ",9,"12:00","day 0","22:00","day 0",4246.1335575,2,100
2729,"B02000JJ21","Suzhou","吴中区","B0FFG2I6S2","Ningbo","鄞州区",212.128,2.5,"ZJ",17,"08:00","day 0","18:00","day 0",8020.4744975,4,100
2730,"B0FFHD3E8G","Suzhou","吴中区","B0FFG2I6S2","Ningbo","鄞州区",226.237,2.66666666666667,"ZJ",18,"08:00","day 0","18:00","day 0",8492.267115,4,50
2731,"B0FFGIBTXI","Suzhou","太仓市","B023B15E6D","Hangzhou","桐庐县",309.397,3.83333333333333,"ZJ",15,"08:00","day 0","18:00","day 0",7076.8892625,4,100
2732,"B0FFHDQA5M","Suzhou","常熟市","B0HU55O3W8","Ningbo","余姚市",182.856,2.96666666666667,"ZJ",19,"12:00","day 0","22:00","day 0",8964.0597325,4,50
2733,"B0FFHXJXZR","Changzhou","溧阳市","B023B15E6D","Hangzhou","桐庐县",220.034,2.41666666666667,"ZJ",10,"08:00","day 0","18:00","day 0",4717.926175,4,50
2734,"B0FFITJD3C","Wuxi","锡山区","B0FFHW4GZB","Hangzhou","萧山区",234.212,3.18333333333333,"ZJ",12,"12:00","day 0","22:00","day 0",5661.51141,4,50
2735,"B0FFH3869T","Zhenjiang","句容市","B0FFHD6O3A","Jiaxing","海盐县",303.875,3.55,"ZJ",19,"12:00","day 0","22:00","day 0",8964.0597325,2,50
2736,"B0FFHC9CJ8","Suzhou","相城区","B0FFG2I6S2","Ningbo","鄞州区",247.632,2.9,"ZJ",12,"08:00","day 0","18:00","day 0",5661.51141,2,50
2737,"B0FFL7OZ0J","Wuxi","锡山区","B0FFM9VWFS","Ningbo","宁海县",333.74,3.9,"ZJ",15,"12:00","day 0","22:00","day 0",7076.8892625,4,100
2738,"B0FFHCRHH3","Changzhou","天宁区","B0FFLPWCQK","Hangzhou","余杭区",207.803,2.88333333333333,"ZJ",18,"08:00","day 0","18:00","day 0",8492.267115,4,50
2739,"B0FFL7OZ0J","Wuxi","锡山区","B0FFG2I6S2","Ningbo","鄞州区",272.223,3.26666666666667,"ZJ",10,"12:00","day 0","22:00","day 0",4717.926175,4,50
2740,"B0FFGIBTXI","Suzhou","太仓市","B0FFM9VWFS","Ningbo","宁海县",338.754,4.23333333333333,"ZJ",10,"12:00","day 0","22:00","day 0",4717.926175,2,100
2741,"B02001C3PG","Suzhou","张家港市","B0I60OAVXT","Jiaxing","秀洲区",146.452,1.8,"ZJ",14,"12:00","day 0","22:00","day 0",6605.096645,2,50
2742,"B0G13KYBJL","Nanjing","六合区","B023E12FTI","Ningbo","海曙区",443.689,5.06666666666667,"ZJ",7,"08:00","day 0","18:00","day 0",3302.5483225,4,100
2743,"B0FFF8Z69A","Changzhou","钟楼区","B0FFJ01V55","Jiaxing","桐乡市",211.426,2.95,"ZJ",19,"12:00","day 0","22:00","day 0",8964.0597325,4,50
2744,"B0FFGYNGHQ","Changzhou","武进区","B0FFI2KAV3","Jiaxing","桐乡市",175.686,2.71666666666667,"ZJ",13,"08:00","day 0","18:00","day 0",6133.3040275,4,100
2745,"B0FFF8Z69A","Changzhou","钟楼区","B0FFI2KAV3","Jiaxing","桐乡市",195.13,3.13333333333333,"ZJ",21,"08:00","day 0","18:00","day 0",9907.6449675,2,100
2746,"B0FFIS83Q7","Zhenjiang","丹阳市","B0FFKZT863","Hangzhou","萧山区",281.669,4.21666666666667,"ZJ",13,"12:00","day 0","22:00","day 0",6133.3040275,2,100
2747,"B0FFK4CQ2L","Changzhou","武进区","B0FFK7XY6U","Ningbo","镇海区",299.292,3.71666666666667,"ZJ",20,"12:00","day 0","22:00","day 0",9435.85235,4,50
2748,"B01FE15XQH","Wuxi","江阴市","B0FFHW4GZB","Hangzhou","萧山区",289.39,3.9,"ZJ",17,"08:00","day 0","18:00","day 0",8020.4744975,4,100
2749,"B0FFJONTQ7","Changzhou","新北区","B0FFI22X6S","Ningbo","鄞州区",328.459,3.9,"ZJ",21,"08:00","day 0","18:00","day 0",9907.6449675,2,50
2750,"B0FFGTI293","Changzhou","新北区","B0FFG2I6S2","Ningbo","鄞州区",329.82,3.9,"ZJ",12,"12:00","day 0","22:00","day 0",5661.51141,2,100
2751,"B0FFHLH9SB","Zhenjiang","京口区","B0FFG4GVOV","Zhoushan","定海区",410.356,4.76666666666667,"ZJ",20,"08:00","day 0","18:00","day 0",9435.85235,2,50
2752,"B0FFHF2VI7","Wuxi","锡山区","B0FFKHC9PU","Ningbo","北仑区",295.243,3.6,"ZJ",16,"12:00","day 0","22:00","day 0",7548.68188,2,100
2753,"B0FFHFSCFH","Suzhou","吴中区","B0FFKZT863","Hangzhou","萧山区",179.059,2.91666666666667,"ZJ",12,"08:00","day 0","18:00","day 0",5661.51141,4,100
2754,"B02000JJ21","Suzhou","吴中区","B0FFHW4GZB","Hangzhou","萧山区",185.725,2.68333333333333,"ZJ",14,"08:00","day 0","18:00","day 0",6605.096645,4,50
2755,"B0FFFTQ4U7","Wuxi","江阴市","B0FFJ01V55","Jiaxing","桐乡市",189.304,2.33333333333333,"ZJ",20,"08:00","day 0","18:00","day 0",9435.85235,2,50
2756,"B01FE15UUN","Wuxi","江阴市","B0FFKZT863","Hangzhou","萧山区",216.642,3.1,"ZJ",21,"08:00","day 0","18:00","day 0",9907.6449675,4,50
2757,"B0FFHF2VI7","Wuxi","锡山区","B0FFKZT863","Hangzhou","萧山区",206.798,3.01666666666667,"ZJ",21,"08:00","day 0","18:00","day 0",9907.6449675,4,100
2758,"B0FFG9F43K","Changzhou","武进区","B0HU55O3W8","Ningbo","余姚市",240.825,3.53333333333333,"ZJ",15,"12:00","day 0","22:00","day 0",7076.8892625,4,100
2759,"B0FFL9Q85P","Nanjing","江宁区","B0FFHD6O3A","Jiaxing","海盐县",313.113,3.53333333333333,"ZJ",13,"08:00","day 0","18:00","day 0",6133.3040275,2,100
2760,"B0FFK83QI3","Nanjing","江宁区","B0FFHD6O3A","Jiaxing","海盐县",300.548,3.43333333333333,"ZJ",20,"08:00","day 0","18:00","day 0",9435.85235,4,50
2761,"B0FFHXJXZR","Changzhou","溧阳市","B0FFG2I6S2","Ningbo","鄞州区",326.752,4.21666666666667,"ZJ",22,"12:00","day 0","22:00","day 0",10379.437585,2,50
2762,"B0G13KYBJL","Nanjing","六合区","B0FFK7XY6U","Ningbo","镇海区",443.874,5.11666666666667,"ZJ",19,"08:00","day 0","18:00","day 0",8964.0597325,2,50
2763,"B0FFFU612V","Wuxi","江阴市","B0GUBCOVO3","Hangzhou","余杭区",202.997,2.76666666666667,"ZJ",11,"12:00","day 0","22:00","day 0",5189.7187925,4,100
2764,"B01FE15UUN","Wuxi","江阴市","B0FFHOJIJ7","Hangzhou","余杭区",198.918,2.71666666666667,"ZJ",18,"08:00","day 0","18:00","day 0",8492.267115,4,50
2765,"B0FFL37B6B","Suzhou","昆山市","B0FFLK4EPS","Jiaxing","海宁市",173.778,2.53333333333333,"ZJ",8,"08:00","day 0","18:00","day 0",3774.34094,2,50
2766,"B0FFK4CQ2L","Changzhou","武进区","B0FFHD6O3A","Jiaxing","海盐县",191.724,2.56666666666667,"ZJ",20,"12:00","day 0","22:00","day 0",9435.85235,4,100
2767,"B02001C3PG","Suzhou","张家港市","B0GRRBHAKJ","Zhoushan","定海区",359.152,4.43333333333333,"ZJ",11,"12:00","day 0","22:00","day 0",5189.7187925,4,50
2768,"B0FFG2575E","Zhenjiang","润州区","B0FFI22X6S","Ningbo","鄞州区",392.747,4.45,"ZJ",8,"12:00","day 0","22:00","day 0",3774.34094,2,100
2769,"B0FFHNXOVT","Suzhou","昆山市","B0HGFN3J8T","Jiaxing","南湖区",108.844,1.63333333333333,"ZJ",10,"08:00","day 0","18:00","day 0",4717.926175,4,50
2770,"B0FFHDQA5M","Suzhou","常熟市","B0FFJ01V55","Jiaxing","桐乡市",160.407,2,"ZJ",13,"08:00","day 0","18:00","day 0",6133.3040275,2,50
2771,"B01FE15UUN","Wuxi","江阴市","B0FFKHC9PU","Ningbo","北仑区",305.087,3.66666666666667,"ZJ",20,"08:00","day 0","18:00","day 0",9435.85235,2,100
2772,"B0FFHC9CJ8","Suzhou","相城区","B0FFK7XY6U","Ningbo","镇海区",239.39,2.88333333333333,"ZJ",12,"08:00","day 0","18:00","day 0",5661.51141,4,50
2773,"B0GUCU8FLD","Zhenjiang","句容市","B0FFKHC9PU","Ningbo","北仑区",431.102,5.05,"ZJ",16,"08:00","day 0","18:00","day 0",7548.68188,2,100
2774,"B0FFGIBTXI","Suzhou","太仓市","B0FFLPWCQK","Hangzhou","余杭区",210.891,2.86666666666667,"ZJ",20,"12:00","day 0","22:00","day 0",9435.85235,4,50
